Show/Hide,Cpd,Label,Name,Formula,Score,Mass,Avg Mass,Std Dev,Reference mass,Mass (MFG),Relative Mass Difference (MFG),Mass Difference (MFG),Base Peak,Precursor,Ion Polarity,Max Z,Min Z,Start,RT,End,Reference Retention Time,RT Diff,Height,Width,Area,Volume,Vol %,Ions,Z Count,Saturated,ID Source,ID Techniques Applied,Score (MFG),Score (DB),Hit Count,FV,Score (Lib),Relative Reference Mass difference,Reference Mass difference,Group,Cpds/Group,File,Notes,Algorithm,Flags (Tgt),Library,Uncertainty,Significance,Quality Score,FIs Conf.,FIs Conf. %,FIs Eval.,Source,Flag Severity (Tgt),PCombinedIDResults1_ID,ExternalKey,ID,m/z,Height,RT,RT Diff,SNR,FV,CE,Coelution Score,Flags(FIs),Confirm. Flag,Compound Name
TRUE,67,Cpd 3: 1.731,,,,460.9199672,461.4480188,,,,,,284.4691673,284.4691673,Positive,1.384164223,1.358687683,7.723259531,7.838865652,7.91856415,,,11996.13746,0.117521444,,101628.7894,0.093933284,3.785557185,1.02547654,,,,,,,,,,,28.28592375,10.51667889,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.59699413,,,,,,,,,,,,,,,,,,,
TRUE,68,Cpd 4: 1.784,,,,461.413847,461.9458961,,,,,,281.9799777,281.9799777,Positive,1.389296188,1.364552786,7.801557368,7.918120418,7.997725073,,,12146.27694,0.118363453,,103066.349,0.095285924,3.802969208,1.024743402,,,,,,,,,,,28.65854106,10.61601906,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.59056085,,,,,,,,,,,,,,,,,,,
TRUE,69,Cpd 5: 3.490,,,,461.9077269,462.4437734,,,,,,279.4907881,279.4907881,Positive,1.394428152,1.370417889,7.879855205,7.997375183,8.076885997,,,12296.41642,0.119205462,,104503.9085,0.096638563,3.820381232,1.024010264,,,,,,,,,,,29.03115836,10.71535924,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.58412757,,,,,,,,,,,,,,,,,,,
TRUE,70,Cpd 6: 3.563,,,,462.4016067,462.9416507,0.002301193,,,,,277.0015986,277.0015986,Positive,1.399560117,1.376282991,7.958153043,8.076629949,8.156046921,,,12446.5559,0.120047471,,105941.4681,0.097991202,3.837793255,1.023277126,,,,,,,,,,,29.40377566,10.81469941,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.57769428,,,,,,,,,,,,,,,,,,,
TRUE,71,Cpd 7: 3.576,,,,462.8954866,463.439528,,,,,,274.512409,274.512409,Positive,1.404692082,1.382148094,8.03645088,8.155884714,8.235207845,,,12596.69538,0.120889479,,107379.0277,0.099343842,3.855205279,1.022543988,,,,,,,,,,,29.77639296,10.91403959,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.571261,,,,,,,,,,,,,,,,,,,
TRUE,72,Cpd 8: 3.581,,,,463.3893664,463.9374053,0.002317422,,,,,272.0232194,272.0232194,Positive,1.409824047,1.388013196,8.114748717,8.235139479,8.314368768,,,12746.83486,0.121731488,,108816.5872,0.100696481,3.872617302,1.02181085,,,,,,,,,,,30.14901026,11.01337977,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.56482771,,,,,,,,,,,,,,,,,,,
TRUE,73,Cpd 9: 3.585,,,,463.8832463,464.4352826,,,,,,269.5340299,269.5340299,Positive,1.414956012,1.393878299,8.193046554,8.314394245,8.393529692,,,12896.97434,0.122573497,,110254.1468,0.10204912,3.890029326,1.021077713,,,,,,,,,,,30.52162757,11.11271994,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.55839443,,,,,,,,,,,,,,,,,,,
TRUE,74,Cpd 10: 4.263,,,,464.3771262,464.9331599,0.002333652,,,,,267.0448403,267.0448403,Positive,1.420087977,1.399743402,8.271344391,8.39364901,8.472690616,,,13047.11382,0.123415506,,111691.7064,0.10340176,3.907441349,1.020344575,,,,,,,,,,,30.89424487,11.21206012,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.55196114,,,,,,,,,,,,,,,,,,,
TRUE,75,Cpd 11: 4.263,,,,464.871006,465.4310372,,,,,,264.5556507,264.5556507,Positive,1.425219941,1.405608504,8.349642229,8.472903776,8.55185154,,,13197.2533,0.124257515,,113129.2659,0.104754399,3.924853372,1.019611437,,,,,,,,,,,31.26686217,11.31140029,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.54552786,,,,,,,,,,,,,,,,,,,
TRUE,76,Cpd 12: 4.270,,,,465.3648859,465.9289144,,,,,,262.0664611,262.0664611,Positive,1.430351906,1.411473607,8.427940066,8.552158541,8.631012463,,,13347.39278,0.125099523,,114566.8255,0.106107038,3.942265396,1.018878299,,,,,,,,,,,31.63947947,11.41074047,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.53909457,,,,,,,,,,,,,,,,,,,
TRUE,77,Cpd 13: 4.272,,,,465.8587657,466.4267917,,,,,,259.5772716,259.5772716,Positive,1.435483871,1.41733871,8.506237903,8.631413306,8.710173387,,,13497.53226,0.125941532,,116004.3851,0.107459677,3.959677419,1.018145161,,,,,,,,,,,32.01209677,11.51008065,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.53266129,,,,,,,,,,,,,,,,,,,
TRUE,78,Cpd 14: 4.273,,,,466.3526456,466.924669,,,,,,257.088082,257.088082,Positive,1.440615836,1.423203812,8.58453574,8.710668072,8.789334311,,,13647.67174,0.126783541,,117441.9446,0.108812317,3.977089443,1.017412023,,,,,,,,,,,32.38471408,11.60942082,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.52622801,,,,,,,,,,,,,,,,,,,
TRUE,79,Cpd 15: 4.274,,,,466.8465254,467.4225463,,,,,,254.5988924,254.5988924,Positive,1.445747801,1.429068915,8.662833578,8.789922837,8.868495235,,,13797.81122,0.12762555,,118879.5042,0.110164956,3.994501466,1.016678886,,,,,,,,,,,32.75733138,11.708761,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.51979472,,,,,,,,,,,,,,,,,,,
TRUE,80,Cpd 16: 4.274,,,,467.3404053,467.9204236,,,,,,252.1097029,252.1097029,Positive,1.450879765,1.434934018,8.741131415,8.869177603,8.947656158,,,13947.9507,0.128467559,,120317.0638,0.111517595,4.01191349,1.015945748,,,,,,,,,,,33.12994868,11.80810117,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.51336144,,,,,,,,,,,,,,,,,,,
TRUE,81,Cpd 17: 4.274,,,,467.8342852,468.4183009,,,,,,249.6205133,249.6205133,Positive,1.45601173,1.44079912,8.819429252,8.948432368,9.026817082,,,14098.09018,0.129309567,,121754.6234,0.112870235,4.029325513,1.01521261,,,,,,,,,,,33.50256598,11.90744135,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.50692815,,,,,,,,,,,,,,,,,,,
TRUE,82,Cpd 18: 4.275,,,,468.328165,468.9161782,,,,,,247.1313237,247.1313237,Positive,1.461143695,1.446664223,8.897727089,9.027687133,9.105978006,,,14248.22966,0.130151576,,123192.1829,0.114222874,4.046737537,1.014479472,,,,,,,,,,,33.87518328,12.00678152,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.50049487,,,,,,,,,,,,,,,,,,,
TRUE,83,Cpd 19: 4.276,,,,468.8220449,469.4140555,,,,,,244.6421341,244.6421341,Positive,1.46627566,1.452529326,8.976024927,9.106941899,9.18513893,,,14398.36913,0.130993585,,124629.7425,0.115575513,4.06414956,1.013746334,,,,,,,,,,,34.24780059,12.1061217,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.49406158,,,,,,,,,,,,,,,,,,,
TRUE,84,Cpd 20: 4.276,,,,469.3159247,469.9119328,0.002414797,,,,,242.1529446,242.1529446,Positive,1.471407625,1.458394428,9.054322764,9.186196664,9.264299853,,,14548.50861,0.131835594,,126067.3021,0.116928152,4.081561584,1.013013196,,,,,,,,,,,34.62041789,12.20546188,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.4876283,,,,,,,,,,,,,,,,,,,
TRUE,85,Cpd 21: 4.277,,,,469.8098046,470.4098101,0.002422912,,,,,239.663755,239.663755,Positive,1.476539589,1.464259531,9.132620601,9.26545143,9.343460777,,,14698.64809,0.132677603,,127504.8616,0.118280792,4.098973607,1.012280059,,,,,,,,,,,34.99303519,12.30480205,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.48119501,,,,,,,,,,,,,,,,,,,
TRUE,86,Cpd 22: 4.278,,,,470.3036844,470.9076874,,,,,,237.1745654,237.1745654,Positive,1.481671554,1.470124633,9.210918438,9.344706195,9.422621701,,,14848.78757,0.133519611,,128942.4212,0.119633431,4.11638563,1.011546921,,,,,,,,,,,35.36565249,12.40414223,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.47476173,,,,,,,,,,,,,,,,,,,
TRUE,87,Cpd 23: 4.279,,,,470.7975643,471.4055646,0.002439141,,,,,234.6853759,234.6853759,Positive,1.486803519,1.475989736,9.289216276,9.42396096,9.501782625,,,14998.92705,0.13436162,,130379.9808,0.12098607,4.133797654,1.010813783,,,,,,,,,,,35.73826979,12.5034824,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.46832845,,,,,,,,,,,,,,,,,,,
TRUE,88,Cpd 24: 4.279,,,,471.2914442,471.9034419,,,,,,232.1961863,232.1961863,Positive,1.491935484,1.481854839,9.367514113,9.503215726,9.580943548,,,15149.06653,0.135203629,,131817.5403,0.12233871,4.151209677,1.010080645,,,,,,,,,,,36.1108871,12.60282258,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.46189516,,,,,,,,,,,,,,,,,,,
TRUE,89,Cpd 25: 4.280,,,,471.785324,472.4013192,,,,,,229.7069967,229.7069967,Positive,1.497067449,1.487719941,9.44581195,9.582470491,9.660104472,,,15299.20601,0.136045638,,133255.0999,0.123691349,4.168621701,1.009347507,,,,,,,,,,,36.4835044,12.70216276,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.45546188,,,,,,,,,,,,,,,,,,,
TRUE,90,Cpd 26: 4.414,,,,472.2792039,472.8991965,,,,,,227.2178071,227.2178071,Positive,1.502199413,1.493585044,9.524109787,9.661725257,9.739265396,,,15449.34549,0.136887647,,134692.6595,0.125043988,4.186033724,1.00861437,,,,,,,,,,,36.8561217,12.80150293,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.44902859,,,,,,,,,,,,,,,,,,,
TRUE,91,Cpd 27: 4.445,,,,472.7730837,473.3970738,,,,,,224.7286176,224.7286176,Positive,1.507331378,1.499450147,9.602407625,9.740980022,9.81842632,,,15599.48497,0.137729655,,136130.219,0.126396628,4.203445748,1.007881232,,,,,,,,,,,37.228739,12.90084311,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.44259531,,,,,,,,,,,,,,,,,,,
TRUE,92,Cpd 28: 4.454,,,,473.2669636,473.8949511,,,,,,222.239428,222.239428,Positive,1.512463343,1.505315249,9.680705462,9.820234787,9.897587243,,,15749.62445,0.138571664,,137567.7786,0.127749267,4.220857771,1.007148094,,,,,,,,,,,37.6013563,13.00018328,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.43616202,,,,,,,,,,,,,,,,,,,
TRUE,93,Cpd 29: 4.466,,,,473.7608434,474.3928284,,,,,,219.7502384,219.7502384,Positive,1.517595308,1.511180352,9.759003299,9.899489553,9.976748167,,,15899.76393,0.139413673,,139005.3382,0.129101906,4.238269795,1.006414956,,,,,,,,,,,37.97397361,13.09952346,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.42972874,,,,,,,,,,,,,,,,,,,
TRUE,94,Cpd 30: 4.469,,,,474.2547233,474.8907057,,,,,,217.2610489,217.2610489,Positive,1.522727273,1.517045455,9.837301136,9.978744318,10.05590909,,,16049.90341,0.140255682,,140442.8977,0.130454545,4.255681818,1.005681818,,,,,,,,,,,38.34659091,13.19886364,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.42329545,,,,,,,,,,,,,,,,,,,
TRUE,95,Cpd 31: 4.477,,,,474.7486032,475.388583,,,,,,214.7718593,214.7718593,Positive,1.527859238,1.522910557,9.915598974,10.05799908,10.13507001,,,16200.04289,0.141097691,,141880.4573,0.131807185,4.273093842,1.00494868,,,,,,,,,,,38.71920821,13.29820381,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.41686217,,,,,,,,,,,,,,,,,,,
TRUE,96,Cpd 32: 4.479,,,,475.242483,475.8864603,,,,,,212.2826697,212.2826697,Positive,1.532991202,1.52877566,9.993896811,10.13725385,10.21423094,,,16350.18237,0.141939699,,143318.0169,0.133159824,4.290505865,1.004215543,,,,,,,,,,,39.09182551,13.39754399,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.41042889,,,,,,,,,,,,,,,,,,,
Show/Hide,Cpd,Label,Name,Formula,Score,Mass,Avg Mass,Std Dev,Reference mass,Mass (MFG),Relative Mass Difference (MFG),Mass Difference (MFG),Base Peak,Precursor,Ion Polarity,Max Z,Min Z,Start,RT,End,Reference Retention Time,RT Diff,Height,Width,Area,Volume,Vol %,Ions,Z Count,Saturated,ID Source,ID Techniques Applied,Score (MFG),Score (DB),Hit Count,FV,Score (Lib),Relative Reference Mass difference,Reference Mass difference,Group,Cpds/Group,File,Notes,Algorithm,Flags (Tgt),Library,Uncertainty,Significance,Quality Score,FIs Conf.,FIs Conf. %,FIs Eval.,Source,Flag Severity (Tgt),PCombinedIDResults4_ID,ExternalKey,ID,m/z,Height,RT,RT Diff,SNR,FV,CE,Coelution Score,Flags(FIs),Confirm. Flag,Compound Name
TRUE,100,Cpd 100: 5.683,,,,152.1245,152.253,,,,,,153.1318,153.1318,Positive,1,1,5.523,5.683,5.871,,,4022,0.185,,50550,0.05,2,1,,,,,,,,,,,51,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,101,Cpd 101: 5.962,,,,128.0214,128.2536,,,,,,129.0286,129.0286,Positive,1,1,5.904,5.962,5.987,,,3268,0.052,,11470,0.01,3,1,,,,,,,,,,,52,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,102,Cpd 102: 6.016,,,,622.0231,622.7968,,,,,,623.0304,623.0304,Positive,1,1,5.838,6.016,6.202,,,1677,0.204,,40994,0.04,3,1,,,,,,,,,,,53,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,103,Cpd 103: 6.021,,,,82.0426,82.1401,,,,,,83.0499,83.0499,Positive,1,1,5.821,6.021,6.186,,,4317,0.185,,47811,0.04,2,1,,,,,,,,,,,54,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,104,Cpd 104: 6.023,,,,283.091,283.2061,,,,,,284.0982,284.0982,Positive,1,1,5.838,6.023,6.202,,,5423,0.197,,73151,0.07,2,1,,,,,,,,,,,54,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,105,Cpd 105: 6.024,,,,586.0571,586.3357,,,,,,294.0358,294.0358,Positive,2,2,5.904,6.024,6.12,,,1236,0.109,,11749,0.01,2,1,,,,,,,,,,,54,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,106,Cpd 106: 6.025,,,,110.0137,110.0713,,,,,,111.021,111.021,Positive,1,1,5.838,6.025,6.202,,,20377,0.168,,175313,0.16,2,1,,,,,,,,,,,54,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,107,Cpd 107: 6.027,,,,138.0332,138.1155,,,,,,139.0405,139.0405,Positive,1,1,5.821,6.027,6.202,,,13848,0.195,,169671,0.16,2,1,,,,,,,,,,,54,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,108,Cpd 108: 6.027,,,,586.0368,586.3877,,,,,,587.0441,587.0441,Positive,1,1,5.821,6.027,6.186,,,18658,0.197,,311086,0.29,4,1,,,,,,,,,,,54,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,109,Cpd 109: 6.056,,,,576.0483,576.6217,,,,,,577.0556,577.0556,Positive,1,1,5.921,6.056,6.169,,,1755,0.123,,18161,0.02,3,1,,,,,,,,,,,55,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.7,,,,,,,,,,,,,,,,,,,
TRUE,110,Cpd 110: 6.238,,,,769.3818,769.8002,,,,,,385.6982,385.6982,Positive,2,2,6.219,6.238,6.269,,,332,0.035,,1380,0,2,1,,,,,,,,,,,56,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,111,Cpd 111: 6.291,,,,589.0107,589.3496,,,,,,590.018,590.018,Positive,1,1,6.252,6.291,6.335,,,543,0.051,,2411,0,2,1,,,,,,,,,,,57,2,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.7,,,,,,,,,,,,,,,,,,,
TRUE,112,Cpd 112: 6.293,,,,557.0875,557.5237,,,,,,558.0948,558.0948,Positive,1,1,6.252,6.293,6.335,,,2048,0.04,,8273,0.01,3,1,,,,,,,,,,,57,2,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,113,Cpd 113: 6.298,,,,230.0391,230.1444,,,,,,231.0463,231.0463,Positive,1,1,6.236,6.298,6.418,,,4314,0.075,,18654,0.02,2,1,,,,,,,,,,,58,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,114,Cpd 114: 6.298,,,,586.036,586.3329,,,,,,587.0433,587.0433,Positive,1,1,6.236,6.298,6.385,,,16117,0.056,,76859,0.07,3,1,,,,,,,,,,,58,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,115,Cpd 115: 6.299,,,,538.0878,538.5582,0.0006,,,,,577.0507,577.0507,Positive,1,1,6.252,6.299,6.352,,,1214,0.053,,9768,0.01,4,1,,,,,,,,,,,58,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,116,Cpd 116: 6.299,,,,578.1088,578.4592,0.003,,,,,290.0615,290.0615,Positive,2,1,6.236,6.299,6.418,,,2204,0.079,,13722,0.01,4,2,,,,,,,,,,,58,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,117,Cpd 117: 6.300,,,,701.0539,701.4573,,,,,,702.0611,702.0611,Positive,1,1,6.269,6.3,6.319,,,274,0.043,,1104,0,2,1,,,,,,,,,,,58,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,118,Cpd 118: 6.304,,,,675.9423,677.215,,,,,,676.9496,676.9496,Positive,1,1,6.252,6.304,6.368,,,729,0.063,,6504,0.01,5,1,,,,,,,,,,,58,6,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,119,Cpd 119: 6.641,,,,570.0716,570.5073,,,,,,571.0789,571.0789,Positive,1,1,6.584,6.641,6.716,,,805,0.068,,4506,0,3,1,,,,,,,,,,,59,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.5,,,,,,,,,,,,,,,,,,,
TRUE,120,Cpd 120: 6.686,,,,92.0252,92.1452,,,,,,93.0324,93.0324,Positive,1,1,6.584,6.686,6.816,,,3506,0.119,,26357,0.02,2,1,,,,,,,,,,,60,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,121,Cpd 121: 6.687,,,,230.0433,230.1983,,,,,,231.0506,231.0506,Positive,1,1,6.551,6.687,6.816,,,16881,0.125,,144133,0.13,3,1,,,,,,,,,,,60,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,122,Cpd 122: 6.688,,,,610.0012,610.4975,,,,,,611.0085,611.0085,Positive,1,1,6.584,6.688,6.849,,,1133,0.148,,12956,0.01,3,1,,,,,,,,,,,60,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.9,,,,,,,,,,,,,,,,,,,
TRUE,123,Cpd 123: 6.690,,,,146.0579,146.1403,,,,,,147.0652,147.0652,Positive,1,1,6.551,6.69,6.833,,,8696,0.122,,62075,0.06,2,1,,,,,,,,,,,60,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,124,Cpd 124: 6.692,,,,852.1139,852.6419,,,,,,853.1212,853.1212,Positive,1,1,6.6,6.692,6.816,,,3047,0.121,,36847,0.03,4,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,125,Cpd 125: 6.693,,,,82.0406,82.1306,,,,,,83.0479,83.0479,Positive,1,1,6.6,6.693,6.816,,,6737,0.117,,47892,0.04,2,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,126,Cpd 126: 6.694,,,,138.0329,138.1112,,,,,,139.0402,139.0402,Positive,1,1,6.567,6.694,6.816,,,27224,0.122,,194515,0.18,2,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,127,Cpd 127: 6.694,,,,822.1432,822.423,,,,,,823.1505,823.1505,Positive,1,1,6.6,6.694,6.816,,,1280,0.117,,13218,0.01,2,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,128,Cpd 128: 6.694,,,,202.046,202.1686,,,,,,203.0533,203.0533,Positive,1,1,6.551,6.694,6.816,,,22666,0.12,,181098,0.17,3,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,129,Cpd 129: 6.695,,,,842.0989,842.8769,,,,,,843.1061,843.1061,Positive,1,1,6.6,6.695,6.833,,,1266,0.122,,17824,0.02,4,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.7,,,,,,,,,,,,,,,,,,,
TRUE,130,Cpd 130: 6.697,,,,248.0516,248.1499,,,,,,249.0589,249.0589,Positive,1,1,6.6,6.697,6.816,,,4222,0.113,,29519,0.03,2,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,131,Cpd 131: 6.697,,,,586.0368,586.3979,0.0027,,,,,587.0442,587.0442,Positive,2,1,6.551,6.697,6.833,,,34751,0.147,,492737,0.46,6,2,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,132,Cpd 132: 6.698,,,,128.0212,128.1185,,,,,,129.0285,129.0285,Positive,1,1,6.584,6.698,6.816,,,5113,0.121,,41661,0.04,2,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.8,,,,,,,,,,,,,,,,,,,
TRUE,133,Cpd 133: 6.698,,,,174.0503,174.1696,,,,,,175.0576,175.0576,Positive,1,1,6.567,6.698,6.816,,,5284,0.125,,44701,0.04,2,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,134,Cpd 134: 6.698,,,,110.0387,110.1263,,,,,,111.0459,111.0459,Positive,1,1,6.567,6.698,6.816,,,29383,0.123,,258497,0.24,2,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,135,Cpd 135: 6.699,,,,622.0203,622.9191,,,,,,623.0276,623.0276,Positive,1,1,6.567,6.699,6.833,,,3556,0.143,,57240,0.05,5,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,136,Cpd 136: 6.699,,,,950.1215,950.4279,,,,,,951.1288,951.1288,Positive,1,1,6.6,6.699,6.833,,,1385,0.136,,16660,0.02,2,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,137,Cpd 137: 6.700,,,,283.0916,283.2188,,,,,,284.0989,284.0989,Positive,1,1,6.534,6.7,6.833,,,14659,0.135,,136046,0.13,2,1,,,,,,,,,,,61,14,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,138,Cpd 138: 6.728,,,,587.0009,587.3073,,,,,,588.0082,588.0082,Positive,1,1,6.683,6.728,6.816,,,5901,0.07,,25202,0.02,3,1,,,,,,,,,,,62,1,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,139,Cpd 139: 6.938,,,,248.0542,248.1839,,,,,,249.0615,249.0615,Positive,1,1,6.833,6.938,7.065,,,3342,0.118,,24412,0.02,2,1,,,,,,,,,,,63,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
TRUE,140,Cpd 140: 6.939,,,,110.0391,110.1088,,,,,,111.0464,111.0464,Positive,1,1,6.833,6.939,7.098,,,17816,0.141,,142166,0.13,2,1,,,,,,,,,,,63,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,99.3,,,,,,,,,,,,,,,,,,,
TRUE,141,Cpd 141: 6.940,,,,283.0886,283.331,,,,,,284.0959,284.0959,Positive,1,1,6.833,6.94,7.131,,,7819,0.156,,78885,0.07,3,1,,,,,,,,,,,63,4,sk_PE_75FA_75degrees_60 min_241111.d,,Find by Molecular Feature,,,,,100,,,,,,,,,,,,,,,,,,,
